avg_epoch_time,total_training_time,total_num_epochs,num_epochs_early_stopping,patience,loss_function,test_loss,test_loss_error,optimiser,learning_rate,activation_function,no_hidden_layers,batch_size,no_nodes,predicted_feature,predictor_features,training_loss,overfitting,test_size,dropout_rate,accuracy_threshold,Emittance_train_loss,Emittance_test_loss,Emittance_test_accuracy,Beam Energy_train_loss,Beam Energy_test_loss,Beam Energy_test_accuracy,Beam Spread_train_loss,Beam Spread_test_loss,Beam Spread_test_accuracy
0.050938836733500165,2.9128565788269043,1000,30,20,MSELoss(),568425.1122881356,215085.68099164756,Adam,0.01,Leaky ReLU,10,30,12,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",667437.2021484375,Test was better??,0.1,0.2,0.1,8144966.361228813,1705267.0063559322,0.0847457627118644,0.0027530607806865947,0.0009135986881535816,0.940677966101695,30.228645256010154,8.223887338476667,0.6016949152542372
0.05216773214011357,2.9084560871124268,1000,29,20,MSELoss(),679082.1954449152,438922.1356509868,Adam,0.01,Leaky ReLU,10,30,18,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",641778.4150390625,Overfitting,0.1,0.2,0.1,7831839.907309322,2037239.1112288137,0.09322033898305085,0.0033393560689716144,0.0008051182780714737,0.9745762711864406,32.28963005340705,7.572651103391486,0.652542372881356
0.0527776636787363,3.7137558460235596,1000,37,20,MSELoss(),960290.7113347457,622812.792626675,Adam,0.01,Leaky ReLU,10,30,24,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",592944.5908203125,Overfitting,0.1,0.2,0.1,7235902.857521187,2880859.9555084747,0.07627118644067797,0.0032213398268233226,0.0007521157301922913,0.9661016949152542,31.124690336696172,12.195034980773926,0.6694915254237288
0.052669277148587365,4.150944709777832,1000,42,20,MSELoss(),825166.4745762711,291440.24336592946,Adam,0.01,Leaky ReLU,10,30,30,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",612249.828125,Overfitting,0.1,0.2,0.1,7471490.497881356,2475490.0868644067,0.059322033898305086,0.0030114170116021187,0.0007869599888227501,0.9745762711864406,33.00199688491175,9.283624244948564,0.5254237288135594
0.0530860957774249,5.58821964263916,1000,55,20,MSELoss(),967510.8686440678,371236.85134712723,Adam,0.01,Leaky ReLU,10,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",558353.19140625,Overfitting,0.1,0.2,0.1,6813777.084216102,2902522.343220339,0.06779661016949153,0.0021312486205715686,0.0005522411947051789,1.0,24.675007775678473,10.02565457457203,0.6610169491525424
0.06766183736423652,3.095569133758545,1000,24,20,MSELoss(),668449.9332627119,161660.077316944,Adam,0.01,Leaky ReLU,14,30,12,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",670017.7578125,Test was better??,0.1,0.2,0.1,8176448.516949153,2005341.313559322,0.0847457627118644,0.002416296799418564,0.00036847167594113655,0.9915254237288136,39.35103081040463,8.565687373533088,0.6016949152542372
0.06651258089325644,7.017739772796631,1000,55,20,MSELoss(),942955.2415254237,421205.36332651187,Adam,0.01,Leaky ReLU,14,30,18,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",578433.5546875,Overfitting,0.1,0.2,0.1,7058818.379237288,2828855.1419491526,0.059322033898305086,0.003999248877072991,0.0009709001712153776,0.9661016949152542,31.808289370294343,10.640836149959242,0.6271186440677966
0.06694557004504734,5.722982883453369,1000,45,20,MSELoss(),695795.1144067796,293412.56558880175,Adam,0.01,Leaky ReLU,14,30,24,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",636251.349609375,Overfitting,0.1,0.2,0.1,7764391.620762712,2087377.6080508474,0.0423728813559322,0.002553951038615936,0.0005351459055989034,0.9745762711864406,31.491613953800524,7.78257091974808,0.6271186440677966
0.06661894613382768,6.320072650909424,1000,49,20,MSELoss(),586361.2319915254,329947.04214757966,Adam,0.01,Leaky ReLU,14,30,30,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",687803.3359375,Test was better??,0.1,0.2,0.1,8393493.11440678,1759074.3898305085,0.05084745762711865,0.0033671274792079387,0.0010235258999627904,0.9576271186440678,38.564277503450036,9.319078986927614,0.635593220338983
0.0702941045165062,3.789794921875,1000,28,20,MSELoss(),600220.389036017,552460.2400324452,Adam,0.01,Leaky ReLU,14,30,36,"['Emittance', 'Beam Energy', 'Beam Spread']","['Mean Radiation Radius', 'X-ray Critical Energy', 'X-ray Percentage']",661609.2578125,Test was better??,0.1,0.2,0.1,8073850.280720339,1800655.4565677966,0.0847457627118644,0.0034448107106658486,0.0007759111714391512,1.0,25.280769437046374,5.841202832884708,0.6694915254237288
