avg_epoch_time,total_training_time,total_num_epochs,num_epochs_early_stopping,patience,loss_function,loss,loss_error,optimiser,learning_rate,activation_function,no_hidden_layers,batch_size,no_nodes
0.06851713531895688,13.79064679145813,375,110,10,MSELoss(),0.23088140677856772,0.22917577422407118,Adam,0.001,ReLU,3,2,10
0.07906871777402157,1.5833735466003418,375,11,10,MSELoss(),6.031023313612964e+18,1.192982964967682e+17,Adam,0.001,ReLU,3,2,10
0.0684754558903003,1.667381763458252,375,13,10,MSELoss(),6.031023631892646e+18,1.1929857365570357e+17,Adam,0.001,ReLU,3,2,10
0.06516802237744918,7.444031000137329,375,60,20,MSELoss(),6.030781088307913e+18,1.1922865882039138e+17,Adam,0.001,ReLU,3,2,10
0.05029073660833794,2.879204511642456,375,30,20,MSELoss(),6.030986031488427e+18,1.1930286115096288e+17,Adam,0.001,ReLU,3,2,10
0.06777136642054507,47.055357694625854,375,375,100,MSELoss(),5.832009292953379e+18,7.636422555077344e+16,Adam,0.001,ReLU,3,2,10
0.06086198037549069,57.43163299560547,500,500,100,MSELoss(),5.815517529974009e+18,1.0175676969323086e+17,Adam,0.001,ReLU,3,2,10
0.062387348689531025,58.31106972694397,500,500,100,MSELoss(),5.725507804506151e+18,3.0491904170146396e+16,Adam,0.001,ReLU,10,2,10
0.11859474010216563,107.29841899871826,500,500,100,MSELoss(),180659172393822.3,185033196012914.72,Adam,0.001,ReLU,10,2,10
0.06508611032837315,12.034935235977173,500,100,100,MSELoss(),,,SGD,0.001,ReLU,10,2,10
